loading data...completed 0.08935141563415527 sec
Epoch: [0][0/17]	Time 0.195 (0.195)	Loss 0.9805 (0.9805)
Pred  Val: [67][0/3]	Time 0.005 (0.005)	Loss 0.1736 (0.1736)
Pred  Val: [67][1/3]	Time 0.005 (0.005)	Loss 0.1734 (0.1735)
Pred  Val: [67][2/3]	Time 0.001 (0.004)	Loss 0.1084 (0.1708)
Pred  Val end: [67]	Time 0.011	Loss 0.1708
Val loss score [67]: tensor(0.1708) <-Best
Epoch: [68][0/17]	Time 0.009 (0.009)	Loss 0.1355 (0.1355)
Epoch: [68][1/17]	Time 0.010 (0.010)	Loss 0.1114 (0.1235)
Epoch: [68][2/17]	Time 0.084 (0.035)	Loss 0.1323 (0.1264)
Epoch: [68][3/17]	Time 0.006 (0.028)	Loss 0.1334 (0.1282)
Epoch: [68][4/17]	Time 0.007 (0.024)	Loss 0.1581 (0.1341)
Epoch: [68][5/17]	Time 0.006 (0.021)	Loss 0.1244 (0.1325)
Epoch: [68][6/17]	Time 0.007 (0.019)	Loss 0.1153 (0.1301)
Epoch: [68][7/17]	Time 0.007 (0.017)	Loss 0.1422 (0.1316)
Epoch: [68][8/17]	Time 0.007 (0.016)	Loss 0.1414 (0.1327)
Epoch: [68][9/17]	Time 0.007 (0.015)	Loss 0.1173 (0.1311)
Epoch: [68][10/17]	Time 0.007 (0.014)	Loss 0.0999 (0.1283)
Epoch: [68][11/17]	Time 0.007 (0.014)	Loss 0.1284 (0.1283)
Epoch: [68][12/17]	Time 0.007 (0.013)	Loss 0.1044 (0.1265)
Epoch: [68][13/17]	Time 0.007 (0.013)	Loss 0.1123 (0.1254)
Epoch: [68][14/17]	Time 0.007 (0.012)	Loss 0.1231 (0.1253)
Epoch: [68][15/17]	Time 0.007 (0.012)	Loss 0.1482 (0.1267)
Epoch: [68][16/17]	Time 0.006 (0.012)	Loss 0.1314 (0.1269)
Epoch end: [68]	Time 0.199	Loss 0.1269
Train loss score [68]: tensor(0.1269)
Pred  Val: [68][0/3]	Time 0.004 (0.004)	Loss 0.1737 (0.1737)
Pred  Val: [68][1/3]	Time 0.004 (0.004)	Loss 0.1779 (0.1758)
Pred  Val: [68][2/3]	Time 0.001 (0.003)	Loss 0.2802 (0.1801)
Pred  Val end: [68]	Time 0.009	Loss 0.1801
Val loss score [68]: tensor(0.1801) 
Epoch: [69][0/17]	Time 0.008 (0.008)	Loss 0.1525 (0.1525)
Epoch: [69][1/17]	Time 0.007 (0.007)	Loss 0.1210 (0.1367)
Epoch: [69][2/17]	Time 0.008 (0.008)	Loss 0.1349 (0.1361)
Epoch: [69][3/17]	Time 0.007 (0.007)	Loss 0.1228 (0.1328)
Epoch: [69][4/17]	Time 0.007 (0.007)	Loss 0.1482 (0.1359)
Epoch: [69][5/17]	Time 0.007 (0.007)	Loss 0.1323 (0.1353)
Epoch: [69][6/17]	Time 0.007 (0.007)	Loss 0.1022 (0.1306)
Epoch: [69][7/17]	Time 0.006 (0.007)	Loss 0.1584 (0.1340)
Epoch: [69][8/17]	Time 0.007 (0.007)	Loss 0.1231 (0.1328)
Epoch: [69][9/17]	Time 0.010 (0.007)	Loss 0.0985 (0.1294)
Epoch: [69][10/17]	Time 0.007 (0.007)	Loss 0.0937 (0.1261)
Epoch: [69][11/17]	Time 0.010 (0.008)	Loss 0.1312 (0.1266)
Epoch: [69][12/17]	Time 0.006 (0.007)	Loss 0.1038 (0.1248)
Epoch: [69][13/17]	Time 0.006 (0.007)	Loss 0.1386 (0.1258)
Epoch: [69][14/17]	Time 0.007 (0.007)	Loss 0.1216 (0.1255)
Epoch: [69][15/17]	Time 0.007 (0.007)	Loss 0.0900 (0.1233)
Epoch: [69][16/17]	Time 0.008 (0.007)	Loss 0.1224 (0.1233)
Epoch end: [69]	Time 0.125	Loss 0.1233
Train loss score [69]: tensor(0.1233)
Pred  Val: [69][0/3]	Time 0.005 (0.005)	Loss 0.1724 (0.1724)
Pred  Val: [69][1/3]	Time 0.005 (0.005)	Loss 0.1705 (0.1715)
Pred  Val: [69][2/3]	Time 0.003 (0.004)	Loss 0.1117 (0.1690)
Pred  Val end: [69]	Time 0.012	Loss 0.1690
Val loss score [69]: tensor(0.1690) <-Best
Epoch: [70][0/17]	Time 0.009 (0.009)	Loss 0.1031 (0.1031)
Epoch: [70][1/17]	Time 0.007 (0.008)	Loss 0.0946 (0.0988)
Epoch: [70][2/17]	Time 0.007 (0.007)	Loss 0.1181 (0.1053)
Epoch: [70][3/17]	Time 0.007 (0.007)	Loss 0.1166 (0.1081)
Epoch: [70][4/17]	Time 0.007 (0.007)	Loss 0.0824 (0.1030)
Epoch: [70][5/17]	Time 0.007 (0.007)	Loss 0.1082 (0.1038)
Epoch: [70][6/17]	Time 0.008 (0.007)	Loss 0.1326 (0.1079)
Epoch: [70][7/17]	Time 0.007 (0.007)	Loss 0.1462 (0.1127)
Epoch: [70][8/17]	Time 0.008 (0.007)	Loss 0.1175 (0.1133)
Epoch: [70][9/17]	Time 0.009 (0.007)	Loss 0.1331 (0.1152)
Epoch: [70][10/17]	Time 0.007 (0.007)	Loss 0.1107 (0.1148)
Epoch: [70][11/17]	Time 0.009 (0.007)	Loss 0.1345 (0.1165)
Epoch: [70][12/17]	Time 0.006 (0.007)	Loss 0.1103 (0.1160)
Epoch: [70][13/17]	Time 0.007 (0.007)	Loss 0.1169 (0.1161)
Epoch: [70][14/17]	Time 0.007 (0.007)	Loss 0.1486 (0.1182)
Epoch: [70][15/17]	Time 0.007 (0.007)	Loss 0.0970 (0.1169)
Epoch: [70][16/17]	Time 0.006 (0.007)	Loss 0.1145 (0.1168)
Epoch end: [70]	Time 0.123	Loss 0.1168
Train loss score [70]: tensor(0.1168)
Pred  Val: [70][0/3]	Time 0.009 (0.009)	Loss 0.1632 (0.1632)
Pred  Val: [70][1/3]	Time 0.007 (0.008)	Loss 0.1739 (0.1686)
Pred  Val: [70][2/3]	Time 0.001 (0.006)	Loss 0.1141 (0.1663)
Pred  Val end: [70]	Time 0.018	Loss 0.1663
Val loss score [70]: tensor(0.1663) <-Best
Epoch: [71][0/17]	Time 0.010 (0.010)	Loss 0.0967 (0.0967)
Epoch: [71][1/17]	Time 0.007 (0.008)	Loss 0.1171 (0.1069)
Epoch: [71][2/17]	Time 0.007 (0.008)	Loss 0.1017 (0.1052)
Epoch: [71][3/17]	Time 0.008 (0.008)	Loss 0.1371 (0.1132)
Epoch: [71][4/17]	Time 0.006 (0.007)	Loss 0.1369 (0.1179)
Epoch: [71][5/17]	Time 0.007 (0.007)	Loss 0.1541 (0.1239)
Epoch: [71][6/17]	Time 0.010 (0.008)	Loss 0.1013 (0.1207)
Epoch: [71][7/17]	Time 0.009 (0.008)	Loss 0.0975 (0.1178)
Epoch: [71][8/17]	Time 0.007 (0.008)	Loss 0.1018 (0.1160)
Epoch: [71][9/17]	Time 0.007 (0.008)	Loss 0.1264 (0.1171)
Epoch: [71][10/17]	Time 0.007 (0.008)	Loss 0.1141 (0.1168)
Epoch: [71][11/17]	Time 0.006 (0.007)	Loss 0.1145 (0.1166)
Epoch: [71][12/17]	Time 0.007 (0.007)	Loss 0.1307 (0.1177)
Epoch: [71][13/17]	Time 0.006 (0.007)	Loss 0.1187 (0.1178)
Epoch: [71][14/17]	Time 0.007 (0.007)	Loss 0.1260 (0.1183)
Epoch: [71][15/17]	Time 0.007 (0.007)	Loss 0.1044 (0.1174)
Epoch: [71][16/17]	Time 0.007 (0.007)	Loss 0.1473 (0.1187)
Epoch end: [71]	Time 0.123	Loss 0.1187
Train loss score [71]: tensor(0.1187)
Pred  Val: [71][0/3]	Time 0.005 (0.005)	Loss 0.1537 (0.1537)
Pred  Val: [71][1/3]	Time 0.008 (0.006)	Loss 0.1864 (0.1700)
Pred  Val: [71][2/3]	Time 0.002 (0.005)	Loss 0.3032 (0.1755)
Pred  Val end: [71]	Time 0.015	Loss 0.1755
Val loss score [71]: tensor(0.1755) 
Epoch: [72][0/17]	Time 0.011 (0.011)	Loss 0.1219 (0.1219)
Epoch: [72][1/17]	Time 0.007 (0.009)	Loss 0.1278 (0.1249)
Epoch: [72][2/17]	Time 0.009 (0.009)	Loss 0.1259 (0.1252)
Epoch: [72][3/17]	Time 0.007 (0.008)	Loss 0.1093 (0.1212)
Epoch: [72][4/17]	Time 0.007 (0.008)	Loss 0.1097 (0.1189)
Epoch: [72][5/17]	Time 0.006 (0.008)	Loss 0.1205 (0.1192)
Epoch: [72][6/17]	Time 0.007 (0.008)	Loss 0.1262 (0.1202)
Epoch: [72][7/17]	Time 0.007 (0.008)	Loss 0.1511 (0.1240)
Epoch: [72][8/17]	Time 0.007 (0.007)	Loss 0.1148 (0.1230)
Epoch: [72][9/17]	Time 0.007 (0.007)	Loss 0.1238 (0.1231)
Epoch: [72][10/17]	Time 0.007 (0.007)	Loss 0.1135 (0.1222)
Epoch: [72][11/17]	Time 0.007 (0.007)	Loss 0.1668 (0.1259)
Epoch: [72][12/17]	Time 0.007 (0.007)	Loss 0.1152 (0.1251)
Epoch: [72][13/17]	Time 0.007 (0.007)	Loss 0.1425 (0.1263)
Epoch: [72][14/17]	Time 0.008 (0.007)	Loss 0.1174 (0.1257)
Epoch: [72][15/17]	Time 0.007 (0.007)	Loss 0.1284 (0.1259)
Epoch: [72][16/17]	Time 0.006 (0.007)	Loss 0.0916 (0.1245)
Epoch end: [72]	Time 0.123	Loss 0.1245
Train loss score [72]: tensor(0.1245)
Pred  Val: [72][0/3]	Time 0.005 (0.005)	Loss 0.2118 (0.2118)
Pred  Val: [72][1/3]	Time 0.004 (0.005)	Loss 0.1871 (0.1995)
Pred  Val: [72][2/3]	Time 0.001 (0.003)	Loss 0.0830 (0.1947)
Pred  Val end: [72]	Time 0.010	Loss 0.1947
Val loss score [72]: tensor(0.1947) 
Epoch: [73][0/17]	Time 0.008 (0.008)	Loss 0.1672 (0.1672)
Epoch: [73][1/17]	Time 0.007 (0.008)	Loss 0.0953 (0.1313)
Epoch: [73][2/17]	Time 0.007 (0.008)	Loss 0.2013 (0.1546)
Epoch: [73][3/17]	Time 0.007 (0.008)	Loss 0.1091 (0.1432)
Epoch: [73][4/17]	Time 0.010 (0.008)	Loss 0.1758 (0.1498)
Epoch: [73][5/17]	Time 0.010 (0.008)	Loss 0.1292 (0.1463)
Epoch: [73][6/17]	Time 0.007 (0.008)	Loss 0.1915 (0.1528)
Epoch: [73][7/17]	Time 0.007 (0.008)	Loss 0.1048 (0.1468)
Epoch: [73][8/17]	Time 0.007 (0.008)	Loss 0.1667 (0.1490)
Epoch: [73][9/17]	Time 0.007 (0.008)	Loss 0.1173 (0.1458)
Epoch: [73][10/17]	Time 0.007 (0.008)	Loss 0.2215 (0.1527)
Epoch: [73][11/17]	Time 0.007 (0.008)	Loss 0.1411 (0.1517)
Epoch: [73][12/17]	Time 0.007 (0.007)	Loss 0.2595 (0.1600)
Epoch: [73][13/17]	Time 0.007 (0.007)	Loss 0.1333 (0.1581)
Epoch: [73][14/17]	Time 0.007 (0.007)	Loss 0.3243 (0.1692)
Epoch: [73][15/17]	Time 0.007 (0.007)	Loss 0.1316 (0.1668)
Epoch: [73][16/17]	Time 0.007 (0.007)	Loss 0.3299 (0.1736)
Epoch end: [73]	Time 0.127	Loss 0.1736
Train loss score [73]: tensor(0.1736)
Pred  Val: [73][0/3]	Time 0.005 (0.005)	Loss 0.1899 (0.1899)
Pred  Val: [73][1/3]	Time 0.005 (0.005)	Loss 0.1982 (0.1940)
Pred  Val: [73][2/3]	Time 0.002 (0.004)	Loss 0.0571 (0.1884)
Pred  Val end: [73]	Time 0.012	Loss 0.1884
Val loss score [73]: tensor(0.1884) 
Epoch: [74][0/17]	Time 0.008 (0.008)	Loss 0.1196 (0.1196)
Epoch: [74][1/17]	Time 0.007 (0.008)	Loss 0.3261 (0.2229)
Epoch: [74][2/17]	Time 0.011 (0.009)	Loss 0.1119 (0.1859)
Epoch: [74][3/17]	Time 0.008 (0.008)	Loss 0.2599 (0.2044)
Epoch: [74][4/17]	Time 0.008 (0.008)	Loss 0.1183 (0.1872)
Epoch: [74][5/17]	Time 0.007 (0.008)	Loss 0.2460 (0.1970)
Epoch: [74][6/17]	Time 0.007 (0.008)	Loss 0.1327 (0.1878)
Epoch: [74][7/17]	Time 0.009 (0.008)	Loss 0.1837 (0.1873)
Epoch: [74][8/17]	Time 0.007 (0.008)	Loss 0.1837 (0.1869)
Epoch: [74][9/17]	Time 0.009 (0.008)	Loss 0.1399 (0.1822)
Epoch: [74][10/17]	Time 0.007 (0.008)	Loss 0.1886 (0.1828)
Epoch: [74][11/17]	Time 0.006 (0.008)	Loss 0.1201 (0.1775)
Epoch: [74][12/17]	Time 0.006 (0.008)	Loss 0.1487 (0.1753)
Epoch: [74][13/17]	Time 0.007 (0.008)	Loss 0.1067 (0.1704)
Epoch: [74][14/17]	Time 0.006 (0.008)	Loss 0.1231 (0.1673)
Epoch: [74][15/17]	Time 0.009 (0.008)	Loss 0.1769 (0.1679)
Epoch: [74][16/17]	Time 0.006 (0.008)	Loss 0.1295 (0.1663)
Epoch end: [74]	Time 0.129	Loss 0.1663
Train loss score [74]: tensor(0.1663)
Pred  Val: [74][0/3]	Time 0.004 (0.004)	Loss 0.1598 (0.1598)
Pred  Val: [74][1/3]	Time 0.004 (0.004)	Loss 0.1866 (0.1732)
Pred  Val: [74][2/3]	Time 0.001 (0.003)	Loss 0.1714 (0.1731)
Pred  Val end: [74]	Time 0.010	Loss 0.1731
Val loss score [74]: tensor(0.1731) 
Epoch: [75][0/17]	Time 0.009 (0.009)	Loss 0.1744 (0.1744)
Epoch: [75][1/17]	Time 0.007 (0.008)	Loss 0.1051 (0.1398)
Epoch: [75][2/17]	Time 0.007 (0.007)	Loss 0.1265 (0.1353)
Epoch: [75][3/17]	Time 0.008 (0.007)	Loss 0.1008 (0.1267)
Epoch: [75][4/17]	Time 0.009 (0.008)	Loss 0.1381 (0.1290)
Epoch: [75][5/17]	Time 0.008 (0.008)	Loss 0.1193 (0.1274)
Epoch: [75][6/17]	Time 0.006 (0.008)	Loss 0.1200 (0.1263)
Epoch: [75][7/17]	Time 0.007 (0.007)	Loss 0.1207 (0.1256)
Epoch: [75][8/17]	Time 0.006 (0.007)	Loss 0.1278 (0.1259)
Epoch: [75][9/17]	Time 0.007 (0.007)	Loss 0.1380 (0.1271)
Epoch: [75][10/17]	Time 0.006 (0.007)	Loss 0.1218 (0.1266)
Epoch: [75][11/17]	Time 0.007 (0.007)	Loss 0.1286 (0.1268)
Epoch: [75][12/17]	Time 0.007 (0.007)	Loss 0.1270 (0.1268)
Epoch: [75][13/17]	Time 0.010 (0.007)	Loss 0.1328 (0.1272)
Epoch: [75][14/17]	Time 0.008 (0.007)	Loss 0.0938 (0.1250)
Epoch: [75][15/17]	Time 0.007 (0.007)	Loss 0.0890 (0.1227)
Epoch: [75][16/17]	Time 0.007 (0.007)	Loss 0.1202 (0.1226)
Epoch end: [75]	Time 0.124	Loss 0.1226
Train loss score [75]: tensor(0.1226)
Pred  Val: [75][0/3]	Time 0.004 (0.004)	Loss 0.1712 (0.1712)
Pred  Val: [75][1/3]	Time 0.004 (0.004)	Loss 0.1772 (0.1742)
Pred  Val: [75][2/3]	Time 0.002 (0.003)	Loss 0.2084 (0.1756)
Pred  Val end: [75]	Time 0.010	Loss 0.1756
Val loss score [75]: tensor(0.1756) 
Epoch: [76][0/17]	Time 0.009 (0.009)	Loss 0.1201 (0.1201)
Epoch: [76][1/17]	Time 0.007 (0.008)	Loss 0.1064 (0.1132)
Epoch: [76][2/17]	Time 0.006 (0.007)	Loss 0.1074 (0.1113)
Epoch: [76][3/17]	Time 0.007 (0.007)	Loss 0.1643 (0.1245)
Epoch: [76][4/17]	Time 0.007 (0.007)	Loss 0.1111 (0.1219)
Epoch: [76][5/17]	Time 0.007 (0.007)	Loss 0.1610 (0.1284)
Epoch: [76][6/17]	Time 0.007 (0.007)	Loss 0.0999 (0.1243)
Epoch: [76][7/17]	Time 0.006 (0.007)	Loss 0.1514 (0.1277)
Epoch: [76][8/17]	Time 0.007 (0.007)	Loss 0.1258 (0.1275)
Epoch: [76][9/17]	Time 0.007 (0.007)	Loss 0.1581 (0.1306)
Epoch: [76][10/17]	Time 0.007 (0.007)	Loss 0.1231 (0.1299)
Epoch: [76][11/17]	Time 0.007 (0.007)	Loss 0.1484 (0.1314)
Epoch: [76][12/17]	Time 0.006 (0.007)	Loss 0.1026 (0.1292)
Epoch: [76][13/17]	Time 0.007 (0.007)	Loss 0.1448 (0.1303)
Epoch: [76][14/17]	Time 0.006 (0.007)	Loss 0.1394 (0.1309)
Epoch: [76][15/17]	Time 0.007 (0.007)	Loss 0.1308 (0.1309)
Epoch: [76][16/17]	Time 0.006 (0.007)	Loss 0.0989 (0.1296)
Epoch end: [76]	Time 0.116	Loss 0.1296
Train loss score [76]: tensor(0.1296)
Pred  Val: [76][0/3]	Time 0.005 (0.005)	Loss 0.1878 (0.1878)
Pred  Val: [76][1/3]	Time 0.004 (0.005)	Loss 0.1658 (0.1768)
Pred  Val: [76][2/3]	Time 0.002 (0.004)	Loss 0.1597 (0.1761)
Pred  Val end: [76]	Time 0.012	Loss 0.1761
Val loss score [76]: tensor(0.1761) 
Epoch: [77][0/17]	Time 0.013 (0.013)	Loss 0.0967 (0.0967)
Epoch: [77][1/17]	Time 0.007 (0.010)	Loss 0.1165 (0.1066)
Epoch: [77][2/17]	Time 0.008 (0.009)	Loss 0.1601 (0.1244)
Epoch: [77][3/17]	Time 0.010 (0.009)	Loss 0.0936 (0.1167)
Epoch: [77][4/17]	Time 0.008 (0.009)	Loss 0.1245 (0.1183)
Epoch: [77][5/17]	Time 0.007 (0.009)	Loss 0.1232 (0.1191)
Epoch: [77][6/17]	Time 0.007 (0.008)	Loss 0.2420 (0.1366)
Epoch: [77][7/17]	Time 0.007 (0.008)	Loss 0.0875 (0.1305)
Epoch: [77][8/17]	Time 0.007 (0.008)	Loss 0.2018 (0.1384)
Epoch: [77][9/17]	Time 0.006 (0.008)	Loss 0.0878 (0.1333)
Epoch: [77][10/17]	Time 0.007 (0.008)	Loss 0.1698 (0.1367)
Epoch: [77][11/17]	Time 0.007 (0.008)	Loss 0.1007 (0.1337)
Epoch: [77][12/17]	Time 0.009 (0.008)	Loss 0.2436 (0.1421)
Epoch: [77][13/17]	Time 0.007 (0.008)	Loss 0.0960 (0.1388)
Epoch: [77][14/17]	Time 0.007 (0.008)	Loss 0.1757 (0.1413)
Epoch: [77][15/17]	Time 0.007 (0.008)	Loss 0.1225 (0.1401)
Epoch: [77][16/17]	Time 0.006 (0.008)	Loss 0.1844 (0.1419)
Epoch end: [77]	Time 0.128	Loss 0.1419
Train loss score [77]: tensor(0.1419)
Pred  Val: [77][0/3]	Time 0.004 (0.004)	Loss 0.1611 (0.1611)
Pred  Val: [77][1/3]	Time 0.004 (0.004)	Loss 0.1665 (0.1638)
Pred  Val: [77][2/3]	Time 0.001 (0.003)	Loss 0.2246 (0.1663)
Pred  Val end: [77]	Time 0.010	Loss 0.1663
Val loss score [77]: tensor(0.1663) <-Best
Epoch: [78][0/17]	Time 0.014 (0.014)	Loss 0.1141 (0.1141)
Epoch: [78][1/17]	Time 0.009 (0.012)	Loss 0.1447 (0.1294)
Epoch: [78][2/17]	Time 0.007 (0.010)	Loss 0.0945 (0.1178)
Epoch: [78][3/17]	Time 0.007 (0.009)	Loss 0.1175 (0.1177)
Epoch: [78][4/17]	Time 0.009 (0.009)	Loss 0.1198 (0.1181)
Epoch: [78][5/17]	Time 0.007 (0.009)	Loss 0.1138 (0.1174)
Epoch: [78][6/17]	Time 0.010 (0.009)	Loss 0.1022 (0.1152)
Epoch: [78][7/17]	Time 0.007 (0.009)	Loss 0.1353 (0.1177)
Epoch: [78][8/17]	Time 0.007 (0.008)	Loss 0.1288 (0.1190)
Epoch: [78][9/17]	Time 0.008 (0.008)	Loss 0.1032 (0.1174)
Epoch: [78][10/17]	Time 0.007 (0.008)	Loss 0.1056 (0.1163)
Epoch: [78][11/17]	Time 0.009 (0.008)	Loss 0.1090 (0.1157)
Epoch: [78][12/17]	Time 0.008 (0.008)	Loss 0.0879 (0.1136)
Epoch: [78][13/17]	Time 0.006 (0.008)	Loss 0.1032 (0.1128)
Epoch: [78][14/17]	Time 0.007 (0.008)	Loss 0.0860 (0.1110)
Epoch: [78][15/17]	Time 0.007 (0.008)	Loss 0.1031 (0.1105)
Epoch: [78][16/17]	Time 0.007 (0.008)	Loss 0.1467 (0.1120)
Epoch end: [78]	Time 0.133	Loss 0.1120
Train loss score [78]: tensor(0.1120)
Pred  Val: [78][0/3]	Time 0.005 (0.005)	Loss 0.1882 (0.1882)
Pred  Val: [78][1/3]	Time 0.004 (0.005)	Loss 0.1156 (0.1519)
Pred  Val: [78][2/3]	Time 0.002 (0.004)	Loss 0.1767 (0.1529)
Pred  Val end: [78]	Time 0.012	Loss 0.1529
Val loss score [78]: tensor(0.1529) <-Best
Epoch: [79][0/17]	Time 0.012 (0.012)	Loss 0.1120 (0.1120)
Epoch: [79][1/17]	Time 0.007 (0.009)	Loss 0.1164 (0.1142)
Epoch: [79][2/17]	Time 0.007 (0.009)	Loss 0.1005 (0.1096)
Epoch: [79][3/17]	Time 0.100 (0.032)	Loss 0.1110 (0.1100)
Epoch: [79][4/17]	Time 0.011 (0.027)	Loss 0.1107 (0.1101)
Epoch: [79][5/17]	Time 0.008 (0.024)	Loss 0.0943 (0.1075)
Epoch: [79][6/17]	Time 0.007 (0.022)	Loss 0.0914 (0.1052)
Epoch: [79][7/17]	Time 0.007 (0.020)	Loss 0.1134 (0.1062)
Epoch: [79][8/17]	Time 0.007 (0.018)	Loss 0.1108 (0.1067)
Epoch: [79][9/17]	Time 0.006 (0.017)	Loss 0.1363 (0.1097)
Epoch: [79][10/17]	Time 0.007 (0.016)	Loss 0.1056 (0.1093)
Epoch: [79][11/17]	Time 0.007 (0.015)	Loss 0.0860 (0.1074)
Epoch: [79][12/17]	Time 0.008 (0.015)	Loss 0.0888 (0.1059)
Epoch: [79][13/17]	Time 0.006 (0.014)	Loss 0.1259 (0.1074)
Epoch: [79][14/17]	Time 0.008 (0.014)	Loss 0.0978 (0.1067)
Epoch: [79][15/17]	Time 0.008 (0.013)	Loss 0.1028 (0.1065)
Epoch: [79][16/17]	Time 0.006 (0.013)	Loss 0.0965 (0.1061)
Epoch end: [79]	Time 0.222	Loss 0.1061
Train loss score [79]: tensor(0.1061)
Pred  Val: [79][0/3]	Time 0.004 (0.004)	Loss 0.1502 (0.1502)
Pred  Val: [79][1/3]	Time 0.004 (0.004)	Loss 0.1380 (0.1441)
Pred  Val: [79][2/3]	Time 0.002 (0.004)	Loss 0.1448 (0.1441)
Pred  Val end: [79]	Time 0.011	Loss 0.1441
Val loss score [79]: tensor(0.1441) <-Best
Epoch: [80][0/17]	Time 0.009 (0.009)	Loss 0.1005 (0.1005)
Epoch: [80][1/17]	Time 0.006 (0.008)	Loss 0.1150 (0.1077)
Epoch: [80][2/17]	Time 0.007 (0.007)	Loss 0.1097 (0.1084)
Epoch: [80][3/17]	Time 0.007 (0.007)	Loss 0.1197 (0.1112)
Epoch: [80][4/17]	Time 0.006 (0.007)	Loss 0.0899 (0.1069)
Epoch: [80][5/17]	Time 0.006 (0.007)	Loss 0.0987 (0.1056)
Epoch: [80][6/17]	Time 0.006 (0.007)	Loss 0.0892 (0.1032)
Epoch: [80][7/17]	Time 0.007 (0.007)	Loss 0.0786 (0.1002)
Epoch: [80][8/17]	Time 0.007 (0.007)	Loss 0.1498 (0.1057)
Epoch: [80][9/17]	Time 0.007 (0.007)	Loss 0.0725 (0.1024)
Epoch: [80][10/17]	Time 0.008 (0.007)	Loss 0.0990 (0.1020)
Epoch: [80][11/17]	Time 0.008 (0.007)	Loss 0.1015 (0.1020)
Epoch: [80][12/17]	Time 0.007 (0.007)	Loss 0.0939 (0.1014)
Epoch: [80][13/17]	Time 0.009 (0.007)	Loss 0.0929 (0.1008)
Epoch: [80][14/17]	Time 0.007 (0.007)	Loss 0.1016 (0.1008)
Epoch: [80][15/17]	Time 0.007 (0.007)	Loss 0.1129 (0.1016)
Epoch: [80][16/17]	Time 0.007 (0.007)	Loss 0.1489 (0.1035)
Epoch end: [80]	Time 0.122	Loss 0.1035
Train loss score [80]: tensor(0.1035)
Pred  Val: [80][0/3]	Time 0.006 (0.006)	Loss 0.1429 (0.1429)
Pred  Val: [80][1/3]	Time 0.008 (0.007)	Loss 0.1670 (0.1550)
Pred  Val: [80][2/3]	Time 0.001 (0.005)	Loss 0.1166 (0.1534)
Pred  Val end: [80]	Time 0.015	Loss 0.1534
Val loss score [80]: tensor(0.1534) 
Epoch: [81][0/17]	Time 0.008 (0.008)	Loss 0.0995 (0.0995)
Epoch: [81][1/17]	Time 0.007 (0.008)	Loss 0.1309 (0.1152)
Epoch: [81][2/17]	Time 0.007 (0.008)	Loss 0.1091 (0.1132)
Epoch: [81][3/17]	Time 0.007 (0.008)	Loss 0.1084 (0.1120)
Epoch: [81][4/17]	Time 0.007 (0.007)	Loss 0.1284 (0.1152)
Epoch: [81][5/17]	Time 0.006 (0.007)	Loss 0.1549 (0.1219)
Epoch: [81][6/17]	Time 0.008 (0.007)	Loss 0.1026 (0.1191)
Epoch: [81][7/17]	Time 0.006 (0.007)	Loss 0.1151 (0.1186)
Epoch: [81][8/17]	Time 0.006 (0.007)	Loss 0.0848 (0.1149)
Epoch: [81][9/17]	Time 0.007 (0.007)	Loss 0.1023 (0.1136)
Epoch: [81][10/17]	Time 0.006 (0.007)	Loss 0.1182 (0.1140)
Epoch: [81][11/17]	Time 0.007 (0.007)	Loss 0.1207 (0.1146)
Epoch: [81][12/17]	Time 0.007 (0.007)	Loss 0.1456 (0.1170)
Epoch: [81][13/17]	Time 0.007 (0.007)	Loss 0.1258 (0.1176)
Epoch: [81][14/17]	Time 0.007 (0.007)	Loss 0.1449 (0.1194)
Epoch: [81][15/17]	Time 0.007 (0.007)	Loss 0.1174 (0.1193)
Epoch: [81][16/17]	Time 0.009 (0.007)	Loss 0.1058 (0.1187)
Epoch end: [81]	Time 0.121	Loss 0.1187
Train loss score [81]: tensor(0.1187)
Pred  Val: [81][0/3]	Time 0.005 (0.005)	Loss 0.1433 (0.1433)
Pred  Val: [81][1/3]	Time 0.004 (0.004)	Loss 0.1498 (0.1466)
Pred  Val: [81][2/3]	Time 0.002 (0.003)	Loss 0.2016 (0.1488)
Pred  Val end: [81]	Time 0.010	Loss 0.1488
Val loss score [81]: tensor(0.1488) 
Epoch: [82][0/17]	Time 0.008 (0.008)	Loss 0.1173 (0.1173)
Epoch: [82][1/17]	Time 0.007 (0.007)	Loss 0.0999 (0.1086)
Epoch: [82][2/17]	Time 0.007 (0.007)	Loss 0.1242 (0.1138)
Epoch: [82][3/17]	Time 0.008 (0.007)	Loss 0.0970 (0.1096)
Epoch: [82][4/17]	Time 0.008 (0.008)	Loss 0.1015 (0.1080)
Epoch: [82][5/17]	Time 0.006 (0.007)	Loss 0.1204 (0.1100)
Epoch: [82][6/17]	Time 0.007 (0.007)	Loss 0.1463 (0.1152)
Epoch: [82][7/17]	Time 0.006 (0.007)	Loss 0.1265 (0.1166)
Epoch: [82][8/17]	Time 0.007 (0.007)	Loss 0.1251 (0.1176)
Epoch: [82][9/17]	Time 0.007 (0.007)	Loss 0.1744 (0.1233)
Epoch: [82][10/17]	Time 0.007 (0.007)	Loss 0.1449 (0.1252)
Epoch: [82][11/17]	Time 0.006 (0.007)	Loss 0.1018 (0.1233)
Epoch: [82][12/17]	Time 0.007 (0.007)	Loss 0.1176 (0.1228)
Epoch: [82][13/17]	Time 0.006 (0.007)	Loss 0.1075 (0.1217)
